滑坡隐患点 48197
103.695 36.2447 6201220403S
103.6569 36.2272 6201220404S
103.6569 36.2269 6201220405S
103.6964 36.2206 6201220406S
103.6969 36.2206 6201220407S
103.6978 36.2206 6201220408S
103.6983 36.2206 6201220409S
103.6989 36.2208 6201220410S
103.6847 36.1878 6201220411S
103.685 36.1875 6201220412S
103.685 36.1872 6201220413S
103.685 36.1869 6201220414S
103.6853 36.1867 6201220415S
103.6858 36.1867 6201220416S
103.6856 36.1861 6201220417S
103.6856 36.1858 6201220418S
103.6856 36.1856 6201220419S
103.4608 34.725 6230210016S
103.5436 34.6983 6230210017S
103.4711 34.6667 6230210021S
103.4881 34.6678 6230210022S
103.695 34.7514 6230210033S
103.7825 34.9033 6230210035S
103.6722 34.9558 6230210038S
103.6128 34.9769 6230210039S
103.6444 35.0394 6230210041S
103.5628 34.7128 6230220006S
103.8417 34.8961 6230220009S
103.7483 34.0928 6230240001S
115.6708 28.7164 3601050009S
115.6706 28.7214 3601050010S
115.6433 28.7067 3601050011S
115.6381 28.7078 3601050012S
115.6831 28.7119 3601050013S
115.6811 28.7153 3601050014S
115.6825 28.7133 3601050015S
115.6825 28.7189 3601050016S
115.6964 28.7339 3601050017S
115.6969 28.7428 3601050018S
115.6964 28.7417 3601050019S
115.6983 28.7428 3601050020S
115.735 28.8503 3601050021S
117.4675 29.4631 3602020005S
117.4703 29.4436 3602020006S
117.4825 29.4781 3602020007S
117.5086 29.4711 3602020008S
117.5464 29.5111 3602020009S
117.385 29.4625 3602020010S
117.3839 29.4389 3602020011S
117.4106 29.4217 3602020012S
117.3658 29.4725 3602020013S
117.385 29.4922 3602020014S
117.3922 29.5139 3602020015S
117.3892 29.5292 3602020016S
117.3919 29.5333 3602020017S
117.375 29.545 3602020018S
117.365 29.5483 3602020019S
117.4178 29.5431 3602020020S
117.4722 29.1417 3602810031S
117.4639 29.1233 3602810032S
117.4542 29.1203 3602810033S
117.4492 29.1106 3602810034S
117.4767 29.1031 3602810035S
117.4711 29.0978 3602810036S
117.4583 29.0908 3602810037S
117.4758 29.0919 3602810038S
117.4769 29.0922 3602810039S
117.4575 29.0794 3602810040S
117.4781 29.0567 3602810041S
117.4803 29.0586 3602810042S
117.4875 29.0647 3602810043S
117.4653 29.0381 3602810044S
117.4672 29.0386 3602810045S
117.4714 29.0406 3602810046S
117.1419 28.9256 3602810047S
117.2006 28.9078 3602810048S
117.2269 28.905 3602810049S
117.2289 28.8842 3602810050S
117.2947 28.9236 3602810051S
117.3239 28.9097 3602810052S
117.3481 28.9378 3602810053S
117.3464 28.9303 3602810054S
117.3433 28.8978 3602810055S
117.4233 28.9736 3602810056S
117.3944 28.9278 3602810057S
117.0111 28.8556 3602810058S
117.0336 28.8586 3602810059S
117.0536 28.8372 3602810060S
117.0494 28.8228 3602810061S
117.0492 28.8217 3602810062S
117.0545 28.8228 3602810063S
117.1067 28.8981 3602810064S
117.1483 28.8108 3602810065S
117.1792 28.8311 3602810066S
117.2053 28.7914 3602810067S
117.2081 28.7889 3602810068S
117.2056 28.7858 3602810069S
117.2061 28.7781 3602810070S
117.2069 28.7758 3602810071S
117.1764 28.7711 3602810072S
117.1811 28.7644 3602810073S
117.1819 28.7639 3602810074S
117.1775 28.7539 3602810075S
117.1906 28.7603 3602810076S
117.195 28.7597 3602810077S
110.0828 33.4825 6110240410S
110.0789 33.5611 6110240411S
110.0722 33.5419 6110240412S
110.0694 33.5269 6110240413S
110.0653 33.5247 6110240414S
110.0669 33.5172 6110240415S
110.0669 33.5078 6110240416S
110.06 33.5047 6110240417S
110.0725 33.4931 6110240418S
110.0742 33.4939 6110240420S
110.0783 33.4867 6110240421S
110.0836 33.4881 6110240422S
110.0839 33.4739 6110240424S
110.0872 33.4803 6110240425S
110.0892 33.4914 6110240426S
110.1017 33.4844 6110240427S
113.1875 27.7942 4302030009s
113.1869 27.7936 4302030010s
113.2 27.8025 4302030008s
111.8372 25.0625 4311290126S
117.67 26.2 3504030053S
117.5797 26.1881 3504030041S
117.7097 26.2372 3504030031S
117.7072 26.2439 3504030032S
117.6114 26.1817 3504030014S
117.6108 26.0975 3504030002S
117.735 26.1725 3504030056S
117.5008 26.13 3504030049S
117.5636 26.1664 3504030003S
117.4992 26.1286 3504030005S
117.7156 26.1758 3504030025S
117.6244 26.2394 3504030022S
117.6178 26.2433 3504030039S
117.5911 26.2236 3504030028S
117.7306 26.2147 3504030055S
117.5431 26.1867 3504030012S
117.7295 26.1461 3504030054S
117.5533 26.0706 3504030004S
117.4625 26.1969 3504030007S
117.605 26.0778 3504030010S
117.7217 26.1583 3504030019S
117.7047 26.1542 3504030021S
117.5031 26.1275 3504030050S
117.5778 26.0931 3504030046S
117.5636 26.1303 3504030008S
117.5633 26.1306 3504030011S
117.4628 26.1956 3504030006S
117.6617 26.1758 3504030026S
117.7197 26.1372 3504030020S
117.4639 26.1964 3504030051S
117.5964 26.1322 3504030040S
117.5345 26.165 3504030059S
81.3153 43.0342 6540261016S
80.6764 43.0378 6540261029S
81.2939 43.0333 6540261013S
81.3036 43.0336 6540261014S
81.3008 43.0339 6540261015S
81.1792 43.035 6540261019S
84.7064 44.0503 6542021000S
83.5547 44.2972 6542021001S
83.6389 44.2583 6542021002S
84.4806 44.1497 6542021003S
84.5031 44.1667 6542021004S
84.5744 44.1639 6542021005S
84.5878 44.1581 6542021006S
84.5939 44.1339 6542021007S
84.4619 44.0153 6542021008S
84.4228 44.0042 6542021009S
84.842 44.1 6542021010S
84.91 44.0586 6542021011S
84.9186 44.0642 6542021012S
84.9069 44.0406 6542021013S
85.0775 43.9836 6542021014S
85.0081 43.9975 6542021015S
83.9247 46.7181 6542211002S
83.3325 46.4789 6542211004S
83.2858 46.4692 6542211005S
83.3364 46.4872 6542211006S
83.3039 46.4539 6542211007S
84.8869 46.8953 6542211008S
83.84 46.4719 6542211009S
83.7086 46.5136 6542211010S
83.7072 46.4975 6542211011S
117.5853 29.5483 3602020021S
117.5833 29.5575 3602020022S
117.58 29.5061 3602020023S
117.5753 29.5047 3602020024S
117.5886 29.5528 3602020025S
117.6236 29.5625 3602020026S
117.6356 29.5653 3602020027S
117.6597 29.5453 3602020028S
117.6156 29.5231 3602020029S
117.6533 29.5422 3602020030S
117.5314 29.5936 3602020031S
117.5553 29.5894 3602020032S
117.5483 29.5833 3602020033S
117.5447 29.5783 3602020034S
117.545 29.5314 3602020035S
103.9669 36.1714 6201220489S
103.9833 36.1719 6201220490S
103.9828 36.1725 6201220491S
103.9825 36.1728 6201220492S
103.9825 36.1689 6201220493S
103.9825 36.1686 6201220494S
103.9822 36.1711 6201220495S
103.9853 36.1686 6201220496S
103.9856 36.1689 6201220497S
103.9867 36.1694 6201220498S
103.9964 36.1483 6201220499S
103.9914 36.1497 6201220500S
103.9858 36.1467 6201220501S
103.9847 36.145 6201220502S
103.9842 36.1406 6201220505S
103.9817 36.1397 6201220506S
103.9814 36.1397 6201220507S
103.9817 36.1392 6201220508S
103.9817 36.1389 6201220509S
103.9814 36.1381 6201220510S
103.9803 36.1367 6201220511S
103.9795 36.1344 6201220512S
103.9767 36.1317 6201220513S
103.9756 36.1311 6201220514S
103.9736 36.1308 6201220515S
103.9711 36.1317 6201220516S
103.9717 36.1325 6201220517S
103.9722 36.1317 6201220518S
103.9683 36.1256 6201220519S
103.9681 36.1253 6201220520S
103.965 36.1247 6201220521S
103.9644 36.1247 6201220522S
103.9622 36.1244 6201220523S
103.9592 36.1247 6201220524S
111.8144 25.0894 4311290123S
111.8864 25.1258 4311290121S
111.86 25.0878 4311290134S
111.8067 25.0522 4311290129S
111.8644 25.0881 4311290137S
111.8108 25.0911 4311290132S
111.8372 25.0625 4311290131S
111.5483 25.2558 4311290144S
111.7631 24.9183 4311290141S
112.3364 27.9239 4303810001A
112.3431 27.9153 4303810002A
112.3747 27.9106 4303810003A
112.3503 27.8981 4303810009A
112.3925 27.9058 4303810015A
112.3308 27.8764 4303810023A
112.3542 27.8603 4303810024A
112.2472 27.8422 4303810025A
112.3286 27.8139 4303810028A
112.3272 27.8144 4303810029A
112.3097 27.8192 4303810032A
112.2006 27.8192 4303810035A
112.1928 27.7992 4303810036A
112.155 27.8614 4303810038A
112.1908 27.8358 4303810040A
112.1906 27.8294 4303810042A
112.0111 27.8842 4303810043A
112.0236 27.8697 4303810045A
112.0681 27.8294 4303810046A
112.0906 27.8442 4303810047A
112.1528 27.8025 4303810051A
104.1533 31.4497 5106830084S
112.0986 27.8078 4303810052A
112.6117 27.7347 4303810054A
112.6158 27.7158 4303810056A
103.685 36.1853 6201220420S
103.6853 36.1853 6201220421S
103.6856 36.1847 6201220422S
103.6856 36.1844 6201220423S
103.6858 36.1842 6201220424S
103.6861 36.1842 6201220425S
103.6864 36.1839 6201220426S
103.6878 36.1836 6201220427S
103.6886 36.1839 6201220428S
103.6892 36.1842 6201220429S
103.6886 36.1836 6201220430S
103.6819 36.1858 6201220431S
103.6822 36.1861 6201220432S
103.6819 36.1853 6201220433S
103.6822 36.1853 6201220434S
103.6828 36.1853 6201220435S
103.6828 36.185 6201220436S
103.6828 36.1847 6201220437S
103.6831 36.1844 6201220438S
103.6831 36.1836 6201220439S
103.6833 36.2 6201220440S
103.6833 36.1831 6201220441S
103.7031 36.1975 6201220442S
103.7014 36.1967 6201220443S
103.7011 36.1975 6201220444S
103.6989 36.1961 6201220445S
103.6989 36.1961 6201220446S
103.6986 36.1958 6201220447S
103.7044 36.2042 6201220448S
103.7039 36.2042 6201220449S
103.7025 36.2061 6201220450S
103.6869 36.1636 6201220451S
103.6861 36.1642 6201220452S
103.6856 36.165 6201220453S
117.4628 29.5661 3602020036S
117.4969 29.5867 3602020037S
117.5014 29.5869 3602020038S
117.5047 29.5883 3602020039S
117.5089 29.6186 3602020040S
117.4833 29.5825 3602020041S
117.4856 29.5983 3602020042S
117.1797 29.7533 3602020043S
117.1856 29.7578 3602020044S
117.1972 29.7461 3602020045S
117.1561 29.7778 3602020046S
117.1525 29.7742 3602020047S
117.1461 29.7772 3602020048S
117.1281 29.7617 3602020049S
117.1658 29.7908 3602020050S
117.1833 29.78 3602020051S
117.2133 29.7692 3602020052S
117.2036 29.7836 3602020053S
117.2047 29.7878 3602020054S
117.2042 29.7967 3602020055S
117.2042 29.8047 3602020056S
117.2061 29.8156 3602020057S
117.245 29.8119 3602020058S
117.2428 29.7619 3602020059S
117.2953 29.8203 3602020060S
117.3283 29.8267 3602020061S
117.2764 29.7797 3602020062S
117.3117 29.7847 3602020063S
117.2308 29.7158 3602020064S
117.2325 29.7267 3602020065S
117.2058 29.6608 3602020066S
117.1908 29.6664 3602020067S
117.2239 29.8786 3602020068S
117.2208 29.9131 3602020069S
117.2092 29.9233 3602020070S
117.1686 29.9122 3602020071S
117.1706 29.8203 3602020072S
117.1683 29.8181 3602020073S
117.1778 29.8653 3602020074S
117.1589 29.8986 3602020075S
117.1633 29.9064 3602020076S
117.1506 29.9064 3602020077S
117.1483 29.8781 3602020078S
117.1375 29.9006 3602020079S
117.1328 29.8992 3602020080S
117.1247 29.8928 3602020081S
117.1242 29.89 3602020082S
103.9522 36.125 6201220525S
103.9508 36.1242 6201220526S
103.9481 36.1242 6201220527S
103.9481 36.1256 6201220528S
103.9486 36.1228 6201220529S
103.9475 36.1225 6201220530S
103.9464 36.1219 6201220531S
103.9447 36.12 6201220532S
104.0181 36.2 6201220533S
104.0183 36.2 6201220534S
104.0192 36.2 6201220535S
104.0197 36.2006 6201220536S
104.0211 36.2 6201220537S
104.0208 36.2006 6201220538S
104.0208 36.2022 6201220539S
104.0211 36.2011 6201220540S
104.0217 36.2006 6201220541S
104.022 36.2011 6201220542S
103.0225 36.2011 6201220543S
104.0197 36.1992 6201220544S
104.0197 36.1994 6201220545S
104.0203 36.1992 6201220546S
104.0206 36.1992 6201220547S
104.0228 36.2003 6201220548S
104.0236 36.1997 6201220549S
104.0222 36.1997 6201220550S
104.0222 36.1986 6201220551S
104.0228 36.1992 6201220552S
104.0206 36.1983 6201220553S
104.0211 36.1975 6201220554S
104.0217 36.1975 6201220555S
104.0222 36.1969 6201220556S
104.0222 36.1975 6201220557S
104.0225 36.1972 6201220558S
112.4858 27.8022 4303810058A
112.4264 27.8506 4303810059A
112.4108 27.8006 4303810061A
112.4289 27.8267 4303810063A
112.3819 27.8325 4303810064A
112.5586 27.7281 4303810065A
112.412 27.7247 4303810067A
112.2181 27.7225 4303810069A
112.2089 27.7756 4303810071A
112.1247 27.7828 4303810074A
112.175 27.7819 4303810076A
112.2014 27.7767 4303810078A
112.1478 27.7672 4303810079A
112.1497 27.7614 4303810080A
112.2306 27.7058 4303810081A
112.2364 27.7383 4303810082A
112.0819 27.6517 4303810083A
112.0892 27.7211 4303810084A
112.0703 27.7117 4303810087A
112.1595 27.7067 4303810088A
112.1442 27.6858 4303810036A
112.1681 27.67 4303810091A
112.0722 27.6947 4303810094A
112.4933 27.6483 4303810096A
112.5408 27.655 4303810097A
112.5481 27.6611 4303810099A
112.3903 27.6078 4303810100A
112.3686 27.5564 4303810101A
112.4111 27.6058 4303810103A
112.3758 27.5725 4303810104A
112.3733 27.6 4303810105A
112.3894 27.5878 4303810107A
112.3294 27.6122 4303810108A
112.3375 27.5803 4303810110A
115.7853 28.8606 3601050084S
115.8017 28.8681 3601050085S
115.8006 28.87 3601050086S
115.7997 28.8706 3601050087S
115.7875 28.8711 3601050088S
115.7972 28.8708 3601050089S
115.7983 28.875 3601050090S
115.7878 28.8686 3601050091S
115.8045 28.8894 3601050092S
115.7925 28.8875 3601050093S
115.7636 28.8803 3601050094S
115.7564 28.8431 3601050095S
115.5461 28.9667 3601230001S
115.4725 28.9903 3601230002S
115.4931 28.9519 3601230003S
115.4839 28.9631 3601230004S
115.4797 28.9658 3601230005S
115.4853 28.9667 3601230006S
115.6142 28.7492 3601230007S
115.6292 28.765 3601230008S
115.5383 28.9792 3601230009S
115.4697 28.9847 3601230010S
115.4839 28.9853 3601230011S
115.4683 28.9858 3601230012S
115.4986 28.9803 3601230013S
115.4981 28.9794 3601230014S
115.4744 28.9883 3601230015S
115.4908 28.9531 3601230016S
115.4911 28.9561 3601230017S
115.49 28.9581 3601230018S
115.4875 28.9597 3601230019S
115.4867 28.9608 3601230020S
115.485 28.9572 3601230021S
115.5019 28.9547 3601230022S
115.5064 28.9561 3601230023S
115.5036 28.9589 3601230024S
115.4997 28.9619 3601230025S
115.6008 28.6653 3601230026S
115.625 28.7428 3601230027S
115.6178 28.7472 3601230028S
115.6214 28.7231 3601230029S
115.6261 28.7181 3601230030S
115.6295 28.7178 3601230031S
115.6333 28.7214 3601230032S
115.6956 28.8422 3601230033S
117.2167 29.3 3602020001S
117.3667 29.2833 3602020002S
103.9444 34.6719 6211260032S
103.9761 34.6375 6211260033S
104.015 34.6397 6211260034S
104.0383 34.6822 6211260035S
104.0375 34.6797 6211260036S
104.0386 34.6797 6211260037S
103.9975 34.6314 6211260038S
103.9975 34.6314 6211260039S
104.0208 34.6831 6211260040S
104.0308 34.6836 6211260042S
104.0233 34.6767 6211260043S
104.0539 34.6233 6211260044S
104.0408 34.6358 6211260045S
103.9817 34.7103 6211260046S
104.0161 34.6111 6211260047S
104.0161 34.6111 6211260048S
104.0008 34.6211 6211260049S
103.9783 34.6344 6211260050S
104.0767 34.5644 6211260051S
104.0178 34.5489 6211260051S
103.9978 34.5789 6211260052S
103.9256 34.5847 6211260053S
103.985 34.5303 6211260054S
103.9328 34.4925 6211260056S
103.9161 34.5514 6211260057S
103.9253 34.5722 6211260058S
103.9286 34.5536 6211260059S
104.0097 34.5442 6211260060S
104.022 34.5492 6211260061S
104.0242 34.5483 6211260062S
104.0256 34.5278 6211260063S
104.0253 34.5425 6211260064S
103.9817 34.5972 6211260065S
118.1097 24.5153 3502063005S
118.1161 24.5067 3502063002S
118.0828 24.5033 3502063003S
118.1211 24.5106 3502063007S
115.7644 26.3211 3607300190S
115.8042 26.3792 3607300195S
115.802 26.3836 3607300196S
115.9703 26.2406 3607300217S
115.9942 26.1481 3607300222S
115.9114 26.315 3607300224S
115.9578 26.25 3607300231S
115.6094 26.1717 3607310022S
115.6636 26.1286 3607310030S
115.6644 26.1625 3607310031S
115.6886 26.1308 3607310035S
115.6922 26.1161 3607310037S
115.692 26.1331 3607310038S
115.7483 26.2361 3607310067S
115.7608 26.2594 3607310072S
115.6533 26.1883 3607310084S
118.0728 24.4908 3502063004S
118.1047 24.5497 3502063006S
115.6661 26.1931 3607310086S
115.5008 26.1603 3607310101S
115.5017 26.1594 3607310102S
115.7367 25.9778 3607310191S
115.3706 25.8072 3607310205S
115.4414 25.8447 3607310211S
115.3186 25.7725 3607310248S
115.3036 25.6181 3607310256S
115.4353 25.6244 3607310264S
115.4833 25.5917 3607310267S
115.5611 25.6436 3607310274S
115.5647 25.7047 3607310278S
115.4339 25.6222 3607310280S
115.4008 26.6456 3607320001S
115.4072 26.65 3607320002S
115.4219 26.6194 3607320005S
115.4436 26.6303 3607320006S
115.5183 26.66 3607320008S
115.2778 26.5953 3607320009S
115.6578 26.415 3607320087S
115.6578 26.4161 3607320088S
115.4547 26.4128 3607320128S
113.96 25.6664 3607250100S
113.9817 25.6278 3607250101S
114.095 25.7169 3607250102S
114.0406 25.7011 3607250103S
114.015 25.7569 3607250104S
114.2742 25.6281 3607250105S
114.1442 25.8061 3607250106S
114.1106 25.8203 3607250107S
114.1214 25.8172 3607250108S
114.152 25.8833 3607250109S
114.1822 25.8564 3607250110S
114.1931 25.8219 3607250111S
114.175 25.8519 3607250112S
114.2467 25.855 3607250113S
114.2464 25.8478 3607250114S
114.2467 25.8392 3607250115S
114.2975 25.8383 3607250116S
114.2958 25.8333 3607250117S
114.2892 25.8539 3607250118S
114.2281 25.8639 3607250119S
114.2342 25.8731 3607250120S
114.4489 25.6828 3607250121S
114.4425 25.6792 3607250122S
114.4408 25.6828 3607250123S
114.4814 25.6689 3607250124S
114.5014 25.6575 3607250125S
114.4939 25.6669 3607250126S
114.5217 25.6947 3607250127S
114.012 25.7364 3607250128S
113.9961 25.7389 3607250129S
114.0092 25.705 3607250130S
114.2825 25.4933 3607250131S
114.2731 25.5722 3607250132S
114.2736 25.5742 3607250133S
114.2706 25.5806 3607250134S
114.2686 25.5961 3607250135S
114.2683 25.5381 3607250136S
114.2697 25.545 3607250137S
114.27 25.5453 3607250138S
114.1325 25.7789 3607250139S
114.1419 25.7797 3607250140S
114.1419 25.7789 3607250141S
114.1464 25.7733 3607250142S
114.1392 25.7842 3607250143S
114.1564 25.8381 3607250144S
114.1567 25.8417 3607250145S
114.1628 25.8428 3607250146S
82.012 44.0836 6540211001S
82.0089 44.0883 6540211002S
82.0178 44.0217 6540211003S
81.8897 43.9564 6540211004S
81.8519 44.0308 6540211005S
81.8572 43.9781 6540211006S
81.5806 44.2181 6540211007S
81.7636 44.0769 6540211008S
81.6503 44.0931 6540211009S
81.6561 44.1117 6540211010S
81.6456 44.0881 6540211011S
81.7597 43.9794 6540211012S
81.6772 44.1739 6540211013S
81.7258 44.0681 6540211014S
81.6106 44.075 6540211015S
81.53 44.1764 6540211016S
81.7392 44.0647 6540211017S
81.8414 44.0419 6540211018S
81.93 43.9831 6540211019S
82.0125 44.0242 6540211020S
82.0028 44.0717 6540211021S
82.01 44.0711 6540211022S
81.9969 44.0828 6540211023S
81.8897 43.9564 6540211024S
81.6428 44.0989 6540211025S
81.5192 44.0106 6540211026S
81.5842 44.0347 6540211027S
81.5161 44.1786 6540211028S
81.5239 44.1828 6540211029S
81.555 44.0608 6540211030S
81.3028 44.1161 6540211031S
81.542 44.0428 6540211032S
81.5683 44.07 6540211033S
81.4525 44.1764 6540211034S
81.4564 44.1756 6540211035S
81.6569 44.1061 6540211036S
81.6828 44.1069 6540211037S
81.6767 44.1072 6540211038S
81.6064 44.2222 6540211039S
104.0067 34.5183 6211260066S
103.8481 34.6333 6211260067S
103.9069 34.6292 6211260071S
103.9064 34.6314 6211260072S
103.9183 34.64 6211260073S
103.8594 34.7125 6211260074S
103.8581 34.7328 6211260075S
103.9244 34.6653 6211260076S
103.9208 34.6658 6211260077S
103.8639 34.6 6211260078S
103.8619 34.6478 6211260079S
103.8769 34.6411 6211260081S
103.8658 34.6439 6211260082S
103.9164 34.52 6211260084S
103.9214 34.7089 6211260085S
104.1464 34.4967 6211260235S
104.1111 34.5514 6211260236S
104.1697 34.5158 6211260237S
104.1019 34.6064 6211260238S
104.1419 34.5669 6211260239S
104.0942 34.5203 6211260240S
104.0964 34.5208 6211260241S
104.0206 34.5744 6211260242S
104.1533 34.5453 6211260243S
104.0403 34.5706 6211260244S
104.1094 34.6217 6211260245S
104.0711 34.5675 6211260246S
104.0892 34.52 6211260247S
104.0872 34.5281 6211260248S
104.1647 34.5364 6211260249S
104.7686 34.4525 6211260255S
104.3919 34.4033 6211260259S
104.3219 34.4036 6211260261S
115.0692 26.3736 3607320138S
115.0714 26.3725 3607320139S
115.097 26.3258 3607320144S
115.1122 26.3375 3607320153S
115.1161 26.3847 3607320154S
115.1208 26.4142 3607320155S
115.1253 26.3269 3607320156S
115.125 26.3742 3607320157S
115.145 26.3681 3607320160S
115.1464 26.3542 3607320161S
115.1489 26.3628 3607320162S
115.1547 26.3389 3607320163S
115.4958 26.3458 3607320200S
115.1119 26.2808 3607320205S
115.1122 26.3 3607320206S
115.1197 26.2847 3607320207S
115.1283 26.2761 3607320210S
115.1295 26.2769 3607320211S
115.21 26.2339 3607320224S
115.2164 26.3369 3607320225S
115.4194 26.2264 3607320234S
115.4608 26.1811 3607320238S
115.4642 26.2464 3607320239S
115.4072 26.1556 3607320250S
115.4158 26.1567 3607320251S
115.3639 26.465 3607320256S
115.7675 25.7403 3607330006S
115.7656 25.8778 3607330017S
115.7328 25.7878 3607330018S
115.7275 25.6633 3607330028S
115.8628 25.54 3607330030S
115.8622 25.5008 3607330032S
115.8703 25.4881 3607330033S
115.8717 25.4864 3607330034S
115.6694 25.4611 3607330095S
115.6706 25.4489 3607330096S
115.6581 25.4442 3607330098S
115.6392 25.78 3607330103S
115.6625 25.6822 3607330112S
115.5933 25.7442 3607330117S
115.5825 25.6547 3607330123S
115.5825 25.8117 3607330127S
115.562 25.7708 3607330128S
115.5558 25.7697 3607330129S
115.5808 25.7922 3607330130S
115.6133 25.7692 3607330133S
115.5864 25.7708 3607330137S
114.2047 25.8169 3607250147S
114.2111 25.8042 3607250148S
114.2392 25.8333 3607250149S
114.3314 25.8489 3607250150S
114.3297 25.8478 3607250151S
114.33 25.845 3607250152S
114.3294 25.8431 3607250153S
114.3286 25.8439 3607250154S
114.3169 25.82 3607250155S
114.3164 25.8169 3607250156S
114.3172 25.8183 3607250157S
114.3169 25.8203 3607250158S
114.3261 25.8206 3607250159S
114.4292 25.695 3607250160S
114.4314 25.6889 3607250161S
114.3275 25.6239 3607250162S
114.4717 25.6647 3607250163S
114.4889 25.6578 3607250164S
114.4878 25.6447 3607250165S
114.5369 25.72 3607250166S
114.3225 25.7669 3607250167S
115.2622 25.5733 3607260001S
115.2636 25.5733 3607260002S
115.2678 25.5708 3607260003S
115.3172 25.4422 3607260004S
115.3089 25.6181 3607260005S
115.3211 25.5775 3607260006S
115.3353 25.5992 3607260007S
115.3606 25.5483 3607260008S
115.3633 25.5281 3607260009S
115.3689 25.5483 3607260010S
115.3789 25.535 3607260011S
115.3836 25.5553 3607260012S
115.3894 25.5603 3607260013S
115.3903 25.5594 3607260014S
115.2472 25.5231 3607260015S
115.2795 25.5336 3607260016S
115.2911 25.5347 3607260017S
115.292 25.5297 3607260018S
115.295 25.5525 3607260019S
115.3106 25.4839 3607260020S
115.3881 25.4347 3607260021S
115.3194 25.4422 3607260022S
115.3536 25.4881 3607260023S
115.3542 25.4864 3607260024S
115.3611 25.4464 3607260025S
115.3628 25.4661 3607260026S
97.2214 29.1481 5426260002S
97.2214 29.1481 5426260003S
97.2214 29.1481 5426260004S
97.2214 29.1481 5426260005S
97.4592 28.6611 5426260006S
97.4592 28.6611 5426260007S
81.5475 44.0625 6540211040S
81.9778 43.9839 6540211041S
104.5178 30.6878 5101130021S
117.2 29.2833 3602020003S
117.4819 29.5072 3602020004S
113.9331 27.9392 3603220067S
113.9345 27.9386 3603220068S
113.7553 27.9342 3603220069S
113.7792 27.9342 3603220070S
113.9744 27.9386 3603220071S
113.7533 27.9336 3603220072S
113.9714 27.9381 3603220073S
113.8025 27.9339 3603220074S
113.8025 27.9339 3603220075S
113.7528 27.9319 3603220076S
113.9675 27.9367 3603220077S
113.9711 27.9367 3603220078S
113.7475 27.9292 3603220079S
113.7669 27.9297 3603220080S
113.7683 27.9289 3603220081S
113.8053 27.9294 3603220082S
113.847 27.9303 3603220083S
113.7517 27.9281 3603220084S
113.8014 27.9283 3603220085S
113.8672 27.9292 3603220086S
113.8786 27.9294 3603220087S
113.9114 27.93 3603220088S
113.8706 27.9275 3603220089S
113.7861 27.7464 3603220322S
113.96 27.7417 3603220336S
113.8411 27.7369 3603220341S
113.9186 27.7378 3603220344S
113.8317 27.7294 3603220356S
113.7739 27.7231 3603220357S
113.9758 27.7272 3603220358S
113.8858 27.7242 3603220359S
113.8944 27.7225 3603220360S
113.9747 27.7236 3603220361S
113.762 27.7186 3603220362S
104.3395 34.4203 6211260262S
104.3528 34.4097 6211260263S
104.5011 34.3753 6211260264S
104.5481 34.3422 6211260265S
104.5303 34.3594 6211260266S
104.5178 34.3775 6211260267S
104.4822 34.4108 6211260268S
104.5564 34.3406 6211260269S
104.3733 34.265 6211260270S
104.5856 34.3028 6211260271S
105.1639 33.3222 6212020001S
105.1967 33.3222 6212020002S
105.1656 33.0389 6212020003S
104.9867 33.4333 6212020004S
104.9528 33.4361 6212020005S
105.1128 32.9636 6212020006S
105.0786 33.0128 6212020007S
105.0381 33.0439 6212020009S
105.2911 32.9383 6212020010S
105.0958 32.9361 6212020011S
104.9367 33.3653 6212020013S
104.7053 33.5286 6212020014S
105.0478 33.4522 6212020015S
105.1956 33.1881 6212020016S
105.1658 33.4347 6212020017S
105.2453 33.1069 6212020019S
105.2578 33.1 6212020020S
105.0881 33.3225 6212020021S
105.1967 33.1681 6212020022S
105.1222 33.1372 6212020023S
105.2753 33.0756 6212020024S
105.5803 32.9414 6212020026S
105.2878 33.1169 6212020027S
105.04 32.9828 6212020028S
104.8289 33.5789 6212020029S
81.5242 43.5533 6540221000S
81.5236 43.4917 6540221001S
81.5425 43.5525 6540221002S
81.6217 43.5514 6540221003S
81.6233 43.5406 6540221004S
80.8795 43.5044 6540221005S
80.9022 43.5164 6540221006S
80.9428 43.4894 6540221007S
80.9547 43.4892 6540221008S
80.9958 43.4814 6540221009S
81.0178 43.4781 6540221010S
81.6456 43.5881 6540221011S
81.1119 43.4783 6540221012S
81.1178 43.4844 6540221013S
81.3583 43.5242 6540221014S
81.5236 43.5553 6540221015S
81.53 43.5431 6540221016S
81.5403 43.5522 6540221017S
81.5447 43.5297 6540221018S
80.9303 43.2753 6540261000S
81.0811 43.2633 6540261001S
80.8992 43.1794 6540261002S
81.3042 43.225 6540261003S
81.4011 43.2339 6540261004S
81.4025 43.2236 6540261005S
81.4003 43.195 6540261006S
81.4492 43.2022 6540261007S
81.4639 43.1892 6540261008S
81.3222 43.0817 6540261009S
81.2939 43.0333 6540261013S
81.3036 43.0336 6540261014S
81.3008 43.0339 6540261015S
81.1486 43.0342 6540261016S
81.2589 43.0344 6540261017S
81.3347 43.0347 6540261018S
81.1792 43.035 6540261019S
81.1719 43.0353 6540261020S
81.2617 43.0356 6540261021S
80.7956 43.0358 6540261022S
103.8211 36.1806 6201220025S
103.8208 36.1811 6201220026S
103.8208 36.1819 6201220027S
103.8208 36.1825 6201220028S
103.8211 36.1825 6201220029S
